entry_id,player_id,number,tier,era,team,signature_stat,stat_label,stat_weight,fun_fact,league_wide_retired,retired_league,retired_badge,verification_status,source_id,notes
g-0116,jerry-west,44,LEGEND,NBA Golden Age,Los Angeles Lakers,14,All-Star Selections,3,His silhouette is the NBA logo — and he's the only player to win Finals MVP on the losing team (1969) — a title the league quietly retired afterward because no one should have to win it that way again,,,,needs_review,,
g-0117,pedro-martinez,45,LEGEND,MLB Modern,Boston Red Sox,2.93,Career ERA,3,In 1999 and 2000 he was so far ahead of his era that his statistics look like a video game. The best two-year pitching run of the modern era.,,,,needs_review,,
g-0122,david-robinson,50,LEGEND,NBA Modern,San Antonio Spurs,71,Points Scored on Final Day of Season to Win the 1994 Scoring Title,3,"He gave up two prime seasons to serve his Navy commitment before his NBA career, then led the league in scoring, won MVP, and brought Tim Duncan to San Antonio.",,,,needs_review,,
g-0123,ichiro-suzuki,51,LEGEND,MLB Modern,Seattle Mariners,262,Hits in a Single Season (2004 MLB Record),3,"He arrived in MLB at 27 and immediately broke the single-season hits record. Ten Gold Gloves. A .311 career average. Approached the game like a craftsman — same routine, every single day, for 28 years.",,,,needs_review,,
g-0124,bernie-williams,51,LEGEND,MLB Modern,New York Yankees,4,World Series Rings,2,"The quiet engine of the Yankees dynasty. Four championships, a batting title, Gold Glove defense, and a .298 career average. Also a classically trained guitarist — released two albums after baseball.",,,,needs_review,,
g-0125,randy-johnson,51,LEGEND,MLB Modern,Arizona Diamondbacks,4875,Career Strikeouts,3,The Big Unit was 6-foot-10 and threw 100mph. Facing him was described by hitters as looking up at a skyscraper throwing lightning.,,,,needs_review,,
g-0126,ray-lewis,52,LEGEND,NFL Modern,Baltimore Ravens,2,Defensive Player of the Year Awards,3,He danced before every game in a way that made opposing teams genuinely afraid. He won Super Bowl MVP in his first ring and came back 17 years into his career to win a second.,,,,needs_review,,#52 sacred at Ravens
g-0128,brian-urlacher,54,LEGEND,NFL Modern,Chicago Bears,8,Pro Bowl Selections + 2005 Defensive Player of the Year,3,"He was the quarterback of the Bears defense for 13 years, the fastest linebacker in the NFL who could cover wide receivers and lay out running backs.",,,,needs_review,,
g-0129,junior-seau,55,LEGEND,NFL Modern,San Diego Chargers,56.5,Career Sacks,3,He played 20 seasons with relentless ferocity and died in 2012. His CTE diagnosis helped change how the NFL treats player safety.,,,,needs_review,,
g-0130,lawrence-taylor,56,LEGEND,NFL 1980s,New York Giants,132.5,Career Sacks,3,"He won NFL MVP in 1986 as a defensive player, something that almost never happens, and offensive tackles literally changed how they played because of him.",,,,needs_review,,Widely considered the greatest defensive player in NFL history
g-0132,jack-lambert,58,LEGEND,Steelers Dynasty,Pittsburgh Steelers,4,Super Bowl Rings,3,He played without his two front teeth and once said quarterbacks should wear dresses because of how protected they were becoming,,,,needs_review,,The face of the Steelers' Steel Curtain defense
g-0134,chuck-bednarik,60,LEGEND,NFL Golden Age,Philadelphia Eagles,2,"Two-Way All-Pro Selections (Offense & Defense, Same Season) — Last Player Ever",3,"He was the last two-way player in NFL history, played 60 full minutes of center and linebacker. Concrete Charlie was a different species.",,,,needs_review,,
g-0140,mario-lemieux,66,LEGEND,NHL Dynasty,Pittsburgh Penguins,1033,Career Points,3,"He survived cancer mid-career, came back and scored a goal in his first game back, and won a second Stanley Cup. The most remarkable comeback in hockey history.",,,,needs_review,,#66 retired by Penguins - played on same line as Jagr #68
g-0142,jaromir-jagr,68,LEGEND,NHL Modern,Pittsburgh Penguins,1921,Career Points,3,He chose #68 to honor the Prague Spring of 1968 when Soviet tanks rolled into Czechoslovakia. Every time he put on the jersey it meant something political and personal.,,,,needs_review,,"Adjacent to Lemieux #66 - two linemates, two Legends"
g-0148,mean-joe-greene,75,LEGEND,NFL Dynasty,Pittsburgh Steelers,4,Super Bowl Rings,3,The Coca-Cola ad where he gives a kid his jersey made him the most famous defensive player in America. Four Super Bowls and the face of the Steel Curtain.,,,,needs_review,,
g-0149,p-k-subban,76,LEGEND,NHL Modern,Montreal Canadiens,1,Norris Trophy (2013) — Best Defenseman in the NHL,3,"He was the loudest, most electric personality in a sport that spent decades rewarding quiet. He donated $10 million to a children's hospital and played defense like it was supposed to be entertaining.",,,,needs_review,,CONDITIONAL — not yet HOF-inducted. Cross-generational name test building. Review at induction.
g-0150,ray-bourque,77,LEGEND,NHL Modern,Boston Bruins,1169,Career Points (D record),3,"He gave up his #7 so Phil Esposito could retire it, wore #77 for the rest of his career, and the whole league cheered when he finally won the Cup in Colorado at 40.",,,,needs_review,,#77 retired by Bruins
g-0153,jerry-rice,80,LEGEND,NFL Dynasty,San Francisco 49ers,22895,Career Receiving Yards,3,"NFL.com named him the greatest player in NFL history, not just the greatest receiver. The greatest player, period. It's hard to argue.",,,,needs_review,,
g-0154,terrell-owens,81,LEGEND,NFL Modern,San Francisco 49ers,153,Career Receiving TDs,2,He did situps in his driveway during a public holdout and made it appointment television. One of the most explosive and controversial players in NFL history.,,,,needs_review,,
g-0157,randy-moss,84,LEGEND,NFL Modern,Minnesota Vikings,156,Career Receiving TDs (NFL All-time Record),3,"He ran past defenders so easily in his prime that it looked like they were standing still. 156 career receiving touchdowns, the all-time NFL record. The most physically gifted receiver in NFL history.",,,,needs_review,,"Note: wore #84 in Minnesota, #81 in New England"
g-0159,jack-hughes,86,LEGEND,NHL Now,New Jersey Devils,1,2026 Olympic Golden Goal (USA vs. Canada),3,"He scored the golden goal against Canada at the 2026 Winter Olympics — one of the most electric moments in USA hockey history, in one of sport's greatest rivalries",,,,needs_review,,CONDITIONAL — Olympic golden goal clears permanence and global floor tests. Cross-generational name test still building. Review July 2026. Verify exact game details.
g-0160,sidney-crosby,87,LEGEND,NHL Now,Pittsburgh Penguins,3,Stanley Cups,3,He shot pucks at a dryer in his basement as a kid until the dryer broke. The work ethic behind three Stanley Cups and three Hart Trophies.,,,,needs_review,,ACTIVE - review annually Active legend — review annually.
g-0161,travis-kelce,87,LEGEND,NFL Now,Kansas City Chiefs,4,Super Bowl Rings,3,He has four Super Bowl rings and is the most reliable weapon any quarterback has ever had. The greatest tight end of his era and maybe ever.,,,,needs_review,,ACTIVE - review annually - may move to Legend on retirement Active legend — review annually.
g-0162,patrick-kane,88,LEGEND,NHL Modern,Chicago Blackhawks,3,Stanley Cup Rings + 2016 NHL MVP,3,"He scored the overtime Cup winner in 2010, a goal so fast the arena didn't know it was in for 30 seconds, and won two more in the most dominant dynasty in modern NHL history.",,,,needs_review,,CONDITIONAL — cross-generational name test building. ACTIVE - review annually.
g-0163,eric-lindros,88,LEGEND,NHL Modern,Philadelphia Flyers,372,Career Goals,2,"He was the most physically dominant player in the NHL in the mid-90s, 6-foot-4 and could skate like a wing. Concussions cut short what could have been the greatest career ever.",,,,needs_review,,
g-0164,tony-gonzalez,88,LEGEND,NFL Modern,Kansas City Chiefs,1325,Career Receptions,3,"He has 1,325 career receptions, the most by any tight end in NFL history, and redefined what the position could be.",,,,needs_review,,#88 is most HOF-crowded number in NFL history per tier list
g-0165,mike-ditka,89,LEGEND,NFL Golden Age,Chicago Bears,5812,Career Receiving Yards as TE,3,"He was the first tight end inducted into the Pro Football Hall of Fame, revolutionized the position, and then coached the Bears to the greatest season in NFL history in 1985.",,,,needs_review,,
g-0167,sergei-fedorov,91,LEGEND,Red Wings Dynasty,Detroit Red Wings,3,Stanley Cup Championships,3,He became the first Russian player to win the NHL Hart Trophy in 1994 and was known for being able to dominate both offensively and defensively,,,,needs_review,,One of the greatest two-way forwards in NHL history
g-0168,michael-strahan,92,LEGEND,NFL Modern,New York Giants,141.5,Career Sacks,2,"He set the single-season sack record with 22.5 in 2001 and helped the Giants beat the undefeated Patriots in Super Bowl XLII, one of the greatest upsets in NFL history.",,,,needs_review,,
g-0169,reggie-white,92,LEGEND,NFL Modern,Green Bay Packers,198,Career Sacks,3,"198 career sacks, a Hall of Famer who combined uncommon physical gifts with genuine religious conviction that he wore openly.",,,,needs_review,,
g-0173,pavel-bure,96,LEGEND,NHL Modern,Vancouver Canucks,437,Career Goals,3,He scored 60 goals in back-to-back seasons and was the most electrifying player of his era. They called him the Russian Rocket.,,,,needs_review,,
g-0174,connor-mcdavid,97,LEGEND,NHL Now,Edmonton Oilers,153,Points in 2022-23,3,"He skates faster than anyone who has ever played the game. Multiple Hart Trophies and Art Ross Trophies, the best player in hockey right now without debate.",,,,needs_review,,ACTIVE - review annually Active legend — review annually.
g-0176,wayne-gretzky,99,SACRED,NHL All-Time,Edmonton Oilers,2857,Career Points,3,If you remove every goal he ever scored he would still be the all-time points leader just from his assists. #99 was retired across the entire NHL in 1999.,True,NHL,RETIRED NHL-WIDE,needs_review,,SACRED - retired across all NHL
g-0177,aaron-judge,99,LEGEND,MLB 2010s–Present,New York Yankees,62,HR in 2022 (AL Record),2,In 2022 he hit 62 home runs — breaking Roger Maris's AL record that had stood since 1961 — without a single PED allegation. The cleanest power season of the modern era.,,,,needs_review,,LEGEND — AL single-season HR record holder; face of the Yankees
g-0145,evgeni-malkin,71,LEGEND,NHL Modern,Pittsburgh Penguins,3,Stanley Cup Championships,3,"In 2012 he won the Hart, Art Ross, and Conn Smythe in the same season — MVP, scoring champion, and playoff MVP all at once. Three Cups total. Twenty seasons playing alongside Crosby probably cost him half his legacy.",,,,verified,hkref,
